transaction_id,purchase_date,customer_id,gender,age_group,marketing_channel,product_category,device_type,session_duration_min,email_opens_last_30d,click_through_rate,repeat_customer,quantity,purchase_amount_usd
T100256,2025-04-09,C1038,,35-44,Organic Search,Beauty,Desktop,5.7,3,0.121,0,1,48.97
T100257,2025-09-20,C1014,Female,25-34,Organic Search,Home,Mobile,7.5,3,0.049,0,1,136.72
T100258,2025-09-09,C1003,Female,45-54,Social,Fashion,Mobile,5.4,1,0.066,0,2,121.13
T100259,2025-05-24,C1209,Male,25-34,Organic Search,Fashion,Desktop,5.2,6,0.098,0,1,99.37
T100260,2025-12-12,C1160,Male,25-34,Email,Home,Mobile,3.8,3,0.083,1,1,138.87
T100261,2025-04-22,C1015,Male,35-44,Email,Electronics,Mobile,6.6,2,0.094,0,1,184.99
T100262,2025-03-01,C1107,Male,35-44,Social,Fashion,Mobile,6.9,3,0.103,1,2,196.6
T100263,2025-01-02,C1310,Female,18-24,Paid Search,Fitness,Desktop,7.6,6,0.097,0,1,96.24
T100264,2025-10-31,C1226,Male,55+,Social,Fitness,Mobile,4.8,2,0.074,0,2,145.53
T100265,2025-09-11,C1169,Female,35-44,Paid Search,Fashion,Mobile,7.4,2,0.076,1,1,92.93
T100266,2025-05-20,C1033,Female,25-34,Organic Search,Fitness,Desktop,3.9,2,0.129,0,2,187.12
T100267,2025-02-06,C1250,Male,55+,Email,Home,Desktop,6.0,5,0.085,1,1,92.06
T100268,2025-06-09,C1246,Female,25-34,Email,Fitness,Mobile,7.3,2,0.123,0,1,118.11
T100269,2025-01-09,C1268,Female,55+,Referral,Home,Mobile,5.9,4,0.125,0,1,99.58
T100270,2025-08-21,C1140,Male,35-44,Referral,Fitness,Desktop,2.6,1,0.059,1,1,99.72
T100271,2025-04-09,C1273,Male,18-24,Social,Fitness,Tablet,2.9,3,0.104,1,1,92.89
T100272,2025-05-27,C1095,Male,45-54,Paid Search,Electronics,Desktop,7.1,0,0.05,1,3,563.89
T100273,2025-10-31,C1226,Female,35-44,Social,Beauty,Mobile,7.9,3,0.131,1,4,262.52
T100274,2025-07-27,C1038,Male,45-54,Organic Search,Home,Mobile,7.3,2,0.088,0,2,265.79
T100275,2025-05-11,C1301,Female,55+,Organic Search,Home,Desktop,8.0,1,0.086,1,1,129.81
T100276,2025-06-01,C1028,Female,45-54,Email,Fitness,Desktop,5.8,3,0.056,1,1,124.4
T100277,2025-02-23,C1317,,35-44,Organic Search,Home,Mobile,8.3,2,0.064,0,1,94.63
T100278,2025-04-30,C1244,Male,45-54,Social,Fashion,Mobile,7.3,2,0.089,0,1,75.6
T100279,2025-06-10,C1235,Male,35-44,Referral,Electronics,Desktop,4.9,2,0.085,1,3,898.74
T100280,2025-04-26,C1184,Female,25-34,Email,Fitness,Mobile,7.8,4,0.07,0,1,128.76
T100281,2025-03-16,C1271,Male,45-54,,Fashion,Mobile,7.2,3,0.108,0,4,396.78
T100282,2025-04-23,C1235,Male,25-34,Organic Search,Fitness,Mobile,10.7,2,0.082,1,1,50.47
T100283,2025-04-14,C1238,Male,35-44,Paid Search,Beauty,Mobile,9.9,0,0.052,0,2,84.53
T100284,2025-12-06,C1265,Male,45-54,Email,Fashion,Mobile,6.3,3,0.104,0,1,57.27
T100285,2025-09-11,C1064,Female,35-44,Paid Search,Home,Desktop,5.5,1,0.047,1,3,255.0
T100286,2025-08-15,C1176,Female,35-44,Paid Search,Electronics,Mobile,10.4,2,0.024,0,1,196.41
T100287,2025-04-22,C1002,Male,45-54,Paid Search,Home,Mobile,7.9,1,0.085,1,2,191.97
T100288,2025-04-09,C1141,Female,25-34,Social,Electronics,Mobile,6.1,5,0.051,0,2,334.4
T100289,2025-06-02,C1157,Female,45-54,Social,Fashion,Mobile,1.5,3,0.087,0,1,60.34
T100290,2025-12-15,,Non-binary,25-34,Organic Search,Electronics,Mobile,4.6,3,0.106,0,1,171.64
T100291,2025-12-04,C1145,Male,18-24,Referral,Fashion,Mobile,4.4,0,0.112,1,1,74.01
T100292,2025-07-13,C1292,Male,25-34,Paid Search,Fashion,Desktop,6.1,3,0.097,0,1,82.97
T100293,2025-11-06,C1152,Male,35-44,Paid Search,Electronics,Mobile,8.0,1,0.042,0,1,177.84
T100294,2025-06-12,C1192,Male,35-44,Social,Fitness,Mobile,8.4,5,0.06,0,1,121.73
T100295,2025-07-27,C1072,Female,45-54,Email,Electronics,Mobile,10.3,3,0.082,0,1,116.63
T100296,2025-06-18,C1304,Female,25-34,Paid Search,Beauty,Mobile,8.8,1,0.082,0,2,91.06
T100297,2025-06-10,C1139,Female,25-34,Paid Search,Electronics,Desktop,3.2,4,0.054,0,1,182.81
T100298,2025-03-09,C1186,Female,18-24,Email,Fashion,Mobile,9.1,7,0.068,0,1,80.16
T100299,2025-10-16,C1292,Male,25-34,Social,Fashion,Tablet,10.8,2,0.106,0,3,177.39
T100300,2025-10-04,C1060,Female,35-44,Paid Search,Electronics,Mobile,10.7,5,0.097,1,2,460.11
T100301,2025-10-31,C1197,Female,18-24,Organic Search,Electronics,Desktop,3.5,3,0.073,1,1,129.15
T100302,2025-05-15,C1294,Female,25-34,Email,Fitness,Mobile,6.0,1,0.113,0,1,99.32
T100303,2025-07-14,C1318,Female,25-34,Social,Electronics,Desktop,8.9,2,0.042,0,1,211.0
T100304,2025-05-08,C1301,Female,18-24,Paid Search,Fashion,Mobile,3.6,1,0.107,1,2,143.11
T100305,2025-02-02,C1010,Female,25-34,Social,Beauty,Mobile,2.2,4,0.103,1,2,162.94
T100306,2025-06-25,C1061,Female,25-34,Paid Search,Home,Desktop,7.3,2,0.104,0,1,82.75
T100307,2025-01-22,C1225,Female,45-54,Email,Fashion,Desktop,4.8,6,0.091,1,2,158.32
T100308,2025-08-26,C1152,Female,45-54,Organic Search,Beauty,Mobile,2.4,0,0.062,0,1,51.75
T100309,2025-06-07,C1198,Male,35-44,Email,Fashion,Mobile,9.6,2,0.1,0,1,121.53
T100310,2025-02-07,C1051,Female,55+,,Fashion,Mobile,6.9,1,0.07,0,2,105.4
T100311,2025-08-18,C1259,Female,25-34,Paid Search,Electronics,Desktop,5.2,3,0.088,1,1,176.0
T100312,2025-12-31,C1058,Male,35-44,Referral,Electronics,Mobile,4.1,4,0.06,0,1,175.93
T100313,2025-02-20,C1071,Female,55+,Email,Fashion,Mobile,6.9,1,0.072,1,1,65.59
T100314,2025-09-21,C1147,Male,25-34,Social,Fashion,Desktop,7.8,4,0.078,0,3,317.44
T100315,2025-10-10,C1062,Male,55+,Email,Electronics,Desktop,7.3,6,0.094,0,1,146.22
T100316,2025-01-27,C1309,Female,18-24,Paid Search,Fashion,Desktop,2.7,3,0.099,0,1,89.51
T100317,2025-08-14,C1242,Male,25-34,Paid Search,Home,Desktop,7.7,5,0.133,1,1,108.26
T100318,2025-10-04,C1106,Female,18-24,Referral,Electronics,Desktop,8.2,3,0.086,0,1,266.79
T100319,2025-10-13,C1225,Male,35-44,Paid Search,Fashion,Mobile,5.6,3,0.054,0,1,56.93
T100320,2025-04-07,C1312,Female,35-44,Email,Electronics,Mobile,9.1,7,0.106,0,1,164.81
T100321,2025-10-11,C1217,Male,35-44,Paid Search,Fashion,Desktop,4.4,3,0.092,1,2,221.58
T100322,2025-11-13,C1240,Female,25-34,Email,Electronics,Mobile,9.7,3,0.076,0,1,208.38
T100323,2025-10-31,C1258,Male,25-34,Email,Fitness,Desktop,6.8,3,0.07,0,1,89.0
T100324,2025-05-27,C1261,Male,18-24,Organic Search,Electronics,Mobile,5.3,5,0.063,0,1,174.28
T100325,2025-01-04,C1004,Female,25-34,Email,Beauty,Mobile,5.7,5,0.062,1,1,47.81
T100326,2025-02-04,C1260,Female,55+,Email,Fitness,Tablet,9.0,3,0.045,1,3,307.16
T100327,2025-07-11,C1053,Male,25-34,Social,Electronics,Desktop,7.1,5,0.111,1,1,158.79
T100328,2025-02-18,C1046,Male,45-54,Paid Search,Beauty,Mobile,8.1,1,0.095,0,1,32.43
T100329,2025-01-17,C1214,Female,45-54,Email,Beauty,Desktop,9.2,4,0.085,0,2,97.7
T100330,2025-06-21,C1176,Male,25-34,Paid Search,Electronics,Desktop,5.2,2,0.063,1,2,490.62
T100331,2025-08-08,C1008,Non-binary,35-44,Social,Fashion,Mobile,6.8,4,0.115,0,2,189.5
T100332,2025-06-07,C1098,Male,18-24,Paid Search,Home,Mobile,5.9,0,0.039,0,1,122.53
T100333,2025-02-15,C1019,Female,18-24,Organic Search,Beauty,Desktop,9.0,3,0.078,0,1,54.48
T100334,2025-01-06,C1240,Male,18-24,Email,Beauty,Desktop,5.5,3,0.111,1,1,37.8
T100335,2025-04-09,C1060,Female,35-44,Organic Search,Beauty,Mobile,6.6,3,0.022,0,2,58.69
T100336,2025-08-21,C1177,,25-34,Paid Search,Electronics,Desktop,12.2,1,0.087,1,1,181.34
T100337,2025-02-06,C1061,Male,35-44,Organic Search,Home,Desktop,9.7,4,0.062,1,1,137.47
T100338,2025-10-07,C1144,Female,35-44,Social,Home,Mobile,3.9,0,0.086,0,1,101.62
T100339,2025-12-15,C1215,Male,25-34,Organic Search,Fitness,Desktop,8.8,4,0.071,0,1,90.18
T100340,2025-10-29,C1002,Female,35-44,Paid Search,Fashion,Mobile,8.2,3,0.1,1,1,70.71
T100341,2025-06-30,C1159,,45-54,Paid Search,Beauty,Mobile,3.7,6,0.119,1,3,106.93
T100342,2025-04-05,C1226,,18-24,Paid Search,Electronics,Desktop,6.2,1,0.157,1,1,156.92
T100343,2025-04-09,C1268,Male,25-34,Email,electronics,Desktop,4.1,4,0.079,1,1,206.11
T100344,2025-07-07,C1119,Female,35-44,Email,Electronics,Desktop,0.5,3,0.104,0,3,744.94
T100345,2025-04-26,C1088,Male,25-34,Social,Electronics,Mobile,6.1,6,0.092,1,1,328.83
T100346,2025-07-10,C1067,Female,35-44,Paid Search,Home,Mobile,5.2,4,0.094,0,2,192.74
T100347,2025-09-10,C1097,Female,25-34,Paid Search,Electronics,Mobile,3.7,3,0.126,1,1,174.87
T100348,2025-06-10,C1266,Male,25-34,Organic Search,Electronics,Mobile,6.5,3,0.061,1,1,137.31
T100349,2025-09-13,C1104,Female,18-24,Organic Search,Electronics,Mobile,1.2,2,0.071,1,1,292.69
T100350,2025-11-19,,Female,25-34,Email,Electronics,Mobile,6.6,0,0.077,1,2,442.87
T100351,2025-05-08,C1122,,35-44,Social,Electronics,Mobile,6.5,2,0.052,1,1,187.57
T100352,2025-01-18,C1028,Female,25-34,Email,Electronics,Desktop,8.2,5,0.082,0,1,189.82
T100353,2025-10-08,C1136,Female,45-54,Social,Home,Mobile,2.5,3,0.102,1,2,215.55
T100354,2025-08-11,C1194,Non-binary,45-54,Social,Beauty,Desktop,11.8,6,0.107,0,1,32.73
T100355,2025-02-23,C1225,Female,35-44,Social,Electronics,Mobile,10.9,6,0.076,0,1,223.58
T100356,2025-02-27,C1169,Male,45-54,Organic Search,Home,Mobile,4.6,4,0.116,0,1,62.19
T100357,2025-11-19,C1008,,25-34,Email,Home,Mobile,10.1,4,0.02,0,1,126.67
T100358,2025-12-26,C1039,Male,25-34,Paid Search,Electronics,Mobile,8.6,3,0.152,1,2,342.26
T100359,2025-06-23,C1024,Male,35-44,Organic Search,Electronics,Desktop,5.4,3,0.099,1,2,460.72
T100360,2025-10-07,C1260,Female,25-34,Paid Search,Beauty,Mobile,5.0,5,0.069,0,4,127.26
T100361,2025-04-24,C1225,Female,35-44,Referral,Fitness,Desktop,5.2,1,0.096,0,2,183.18
T100362,2025-10-15,C1123,Male,25-34,Paid Search,Electronics,Tablet,13.6,5,0.077,0,1,215.03
T100363,2025-12-08,C1037,Male,35-44,Paid Search,Electronics,Desktop,9.9,2,0.019,1,2,540.93
T100364,2025-05-31,C1250,Male,45-54,Paid Search,Fashion,Mobile,6.0,8,0.083,0,1,96.47
T100365,2025-05-07,C1175,Female,45-54,Paid Search,Electronics,Desktop,6.2,6,0.109,1,1,211.11
T100366,2025-06-04,C1089,Female,35-44,Organic Search,Electronics,Mobile,8.6,2,0.111,1,1,172.06
T100367,2025-09-30,C1036,Female,45-54,Social,Fashion,Mobile,,3,0.09,0,1,53.4
T100368,2025-04-14,C1315,Male,35-44,Social,Fashion,Desktop,4.1,2,0.111,1,2,225.37
T100369,2025-10-26,C1175,Female,35-44,Social,Home,Desktop,,2,0.095,1,1,114.89
T100370,2025-09-03,C1283,Male,18-24,Referral,Beauty,Mobile,5.1,2,0.089,1,1,47.64
T100371,2025-06-25,C1080,Male,25-34,Social,Electronics,Mobile,6.9,6,0.061,0,1,244.24
T100372,2025-02-08,C1113,Female,25-34,Email,Electronics,Mobile,6.4,1,0.072,0,1,239.82
T100373,2025-06-19,C1039,Male,55+,Social,Beauty,Mobile,9.0,0,0.074,1,1,43.54
T100374,2025-09-04,C1300,Female,25-34,Email,Electronics,Mobile,5.8,5,0.091,0,2,418.96
T100375,2025-01-26,C1223,Male,35-44,Email,Home,Tablet,6.8,4,0.106,1,1,96.95
T100376,2025-12-21,C1317,Male,35-44,Organic Search,Fashion,Tablet,1.8,3,0.064,0,2,108.83
T100377,2025-11-02,C1114,Male,35-44,Paid Search,Fashion,Desktop,7.3,5,0.04,0,1,108.26
T100378,2025-01-13,C1185,Male,45-54,Email,Electronics,Mobile,,0,0.125,0,1,158.65
T100379,2025-11-12,,Female,25-34,Email,Fitness,Desktop,2.7,4,0.053,1,1,99.28
T100380,2025-11-09,C1055,Female,35-44,Email,Beauty,Desktop,9.3,2,0.097,0,2,
T100381,2025-02-05,C1039,Male,45-54,Referral,Fashion,Desktop,6.4,5,0.09,1,1,68.01
T100382,2025-06-22,C1039,Female,25-34,Email,Electronics,Mobile,1.3,3,0.072,0,2,527.73
T100383,2025-01-20,C1236,Female,25-34,Email,Electronics,Mobile,4.5,2,0.1,1,4,942.66
T100384,2025-11-17,C1288,Female,35-44,Paid Search,Electronics,Mobile,6.5,5,0.046,1,4,752.51
T100385,2025-09-21,C1261,Male,45-54,Paid Search,Home,Mobile,6.6,1,0.131,0,2,155.85
T100386,2025-05-22,C1215,Female,18-24,Referral,Home,Desktop,5.3,3,0.161,0,2,181.36
T100387,2025-05-23,C1146,Male,45-54,Email,Fashion,Desktop,0.3,1,0.119,0,1,32.26
T100388,2025-04-02,C1167,,45-54,Organic Search,Fitness,Mobile,5.1,4,0.058,0,2,199.73
T100389,2025-12-20,C1091,Female,25-34,Social,Home,Mobile,9.2,2,0.012,1,1,145.53
T100390,2025-11-18,C1058,Female,55+,Referral,Home,Mobile,10.0,3,0.096,0,3,279.31
T100391,2025-10-15,C1058,Female,45-54,Organic Search,Electronics,Mobile,5.0,4,0.043,0,1,227.77
T100392,2025-08-03,C1303,Male,45-54,Social,Fashion,Mobile,11.2,1,0.07,1,1,67.49
T100393,2025-12-08,C1168,Female,45-54,Email,Fashion,Desktop,2.5,4,0.128,0,1,101.39
T100394,2025-02-20,C1268,Female,18-24,Paid Search,Fashion,Mobile,4.5,1,0.131,1,1,97.33
T100395,2025-06-02,C1044,Female,25-34,Paid Search,Fashion,Desktop,,4,0.134,0,1,83.52
T100396,2025-07-05,C1180,Male,25-34,Referral,Electronics,Mobile,8.3,2,0.085,1,1,206.57
T100397,2025-03-04,C1169,Female,25-34,Email,Electronics,Mobile,6.5,3,0.109,0,2,323.41
T100398,2025-07-09,C1190,Male,25-34,Email,Beauty,Mobile,3.7,7,0.022,0,1,42.53
T100399,2025-05-05,C1154,Male,45-54,Paid Search,Fashion,Desktop,3.7,1,0.037,0,1,88.52
T100400,2025-05-30,C1187,Female,45-54,Email,Electronics,Mobile,4.7,2,0.073,0,2,255.81
T100401,2025-11-10,C1006,Male,35-44,Email,Electronics,Desktop,3.8,6,0.107,0,1,180.41
T100402,2025-02-27,C1132,Female,45-54,Referral,Fashion,Mobile,6.8,5,0.069,0,1,81.31
T100403,2025-12-08,C1234,Male,45-54,Paid Search,Electronics,Desktop,6.3,1,0.106,1,2,485.64
T100404,2025-11-01,C1044,Male,25-34,Organic Search,Home,Desktop,3.6,2,0.047,0,2,232.87
T100405,2025-06-29,C1313,Male,25-34,Social,Fitness,Mobile,5.6,1,0.085,1,1,86.4
T100406,2025-06-19,C1248,Female,35-44,Paid Search,Electronics,Desktop,0.3,3,0.098,0,1,242.8
T100407,2025-11-22,C1030,Female,35-44,Email,Electronics,Mobile,7.3,3,0.105,1,1,241.4
T100408,2025-09-28,C1022,Female,25-34,Email,Fashion,Desktop,8.3,3,0.068,0,1,62.87
T100409,2025-02-23,C1159,Female,35-44,Paid Search,Fitness,Mobile,4.2,3,0.083,0,1,111.5
T100410,2025-04-11,C1157,Female,18-24,Organic Search,Fashion,Mobile,4.5,7,0.036,0,3,129.07
T100411,2025-09-21,C1038,Female,45-54,Paid Search,Home,Desktop,7.1,2,0.079,0,2,226.12
T100412,2025-02-22,C1081,Female,45-54,Email,Electronics,Desktop,6.8,0,0.114,0,2,412.86
T100413,2025-03-01,C1257,Female,35-44,Organic Search,Fitness,Mobile,8.4,7,0.074,0,1,87.24
T100414,2025-04-18,C1205,Male,55+,Referral,Beauty,Desktop,4.6,0,0.06,1,2,83.88
T100415,2025-01-05,C1076,Male,45-54,,Electronics,Mobile,4.8,3,0.105,1,1,216.93
T100416,2025-04-13,C1011,Female,55+,Social,Fashion,Mobile,5.9,1,0.151,0,1,70.9
T100417,2025-07-15,C1294,Female,55+,Social,Electronics,Desktop,3.8,7,0.147,1,1,101.32
T100418,2025-09-19,C1223,Female,45-54,Paid Search,Electronics,Mobile,5.9,4,0.09,1,1,137.63
T100419,2025-12-31,C1012,Non-binary,35-44,Social,Electronics,Mobile,3.9,2,0.105,1,3,574.24
T100420,2025-12-16,C1045,Female,18-24,Email,Home,Desktop,7.5,2,0.131,0,1,83.69
T100421,2025-02-16,C1154,Male,25-34,Social,Home,Mobile,4.2,3,0.089,0,1,121.79
T100422,2025-12-21,C1112,,35-44,Social,Beauty,Desktop,7.1,4,0.096,0,1,40.64
T100423,2025-11-07,C1232,Male,25-34,Email,Fitness,Mobile,10.1,2,0.072,1,2,203.18
T100424,2025-11-04,C1016,Male,25-34,Social,Fashion,Mobile,7.6,2,0.153,0,1,62.6
T100425,2025-05-24,C1222,Male,55+,Referral,Electronics,Mobile,6.9,6,0.104,0,1,203.19
T100426,2025-09-26,C1187,,45-54,Paid Search,Electronics,Desktop,3.1,4,0.074,0,1,183.62
T100427,2025-05-04,C1162,Male,45-54,Social,Electronics,Desktop,10.0,4,0.065,0,1,193.41
T100428,2025-04-16,C1073,Male,25-34,Email,Electronics,Mobile,9.3,3,0.026,1,1,226.93
T100429,2025-06-07,C1232,Male,18-24,Organic Search,Fitness,Mobile,6.1,4,0.035,0,1,168.83
T100430,2025-05-27,C1223,Male,18-24,Organic Search,Fitness,Desktop,5.5,1,0.06,1,1,87.08
T100431,2025-05-25,C1318,Male,25-34,Organic Search,Fashion,Mobile,4.5,3,0.11,1,1,
T100432,2025-04-30,C1059,Female,18-24,Referral,Electronics,Desktop,11.0,1,0.092,0,4,782.65
T100433,2025-11-15,C1221,Female,18-24,Referral,Home,Mobile,8.5,3,0.044,0,2,266.55
T100434,2025-10-02,C1036,Female,55+,Social,Beauty,Desktop,4.6,0,0.054,1,1,46.8
T100435,2025-04-02,C1277,Female,35-44,Paid Search,Electronics,Mobile,9.2,4,0.09,0,1,151.23
T100436,2025-02-27,C1195,Female,25-34,Referral,Fitness,Desktop,9.8,5,0.132,0,1,70.65
T100437,2025-12-12,C1241,Female,18-24,Email,Fashion,Desktop,6.4,2,0.049,0,1,79.4
T100438,2025-08-17,,Male,35-44,Referral,Home,Mobile,5.6,2,0.096,1,3,277.19
T100439,2025-04-27,C1218,Female,18-24,Paid Search,Fitness,Mobile,4.0,1,0.069,1,2,316.5
T100440,2025-11-14,C1191,Male,55+,Email,Beauty,Desktop,8.3,2,0.07,0,1,44.87
T100441,2025-10-06,C1016,Female,25-34,Social,Electronics,Desktop,5.4,8,0.047,0,1,198.11
T100442,2025-05-07,C1011,Female,25-34,Paid Search,Beauty,Mobile,5.3,5,0.101,0,1,28.45
T100443,2025-05-09,C1192,Male,25-34,Paid Search,Home,Mobile,6.5,1,0.067,1,1,118.09
T100444,2025-02-27,C1021,Male,18-24,Paid Search,Electronics,Desktop,4.5,2,0.071,0,1,244.02
T100445,2025-05-02,C1119,Female,35-44,Email,Fitness,Mobile,10.3,2,0.112,1,1,104.17
T100446,2025-01-01,C1209,Male,35-44,Email,Fashion,Desktop,8.9,5,0.113,0,3,189.78
T100447,2025-08-27,C1305,Male,35-44,Email,Home,Mobile,6.7,3,0.06,1,1,100.73
T100448,2025-10-17,C1269,Female,18-24,Paid Search,Home,Desktop,4.4,3,0.091,0,1,93.73
T100449,2025-04-06,C1191,Female,35-44,Email,Fashion,Desktop,4.5,2,0.109,1,2,163.4
T100450,2025-05-06,C1174,,35-44,Social,Fashion,Tablet,4.4,3,0.076,0,1,90.56
T100451,2025-04-28,C1284,Male,45-54,Paid Search,Fitness,Mobile,3.4,2,0.102,1,1,151.13
T100452,2025-02-17,C1203,Male,25-34,Referral,Electronics,Desktop,7.3,0,0.072,0,1,208.52
T100453,2025-03-30,C1163,Male,25-34,Referral,Fashion,Mobile,4.9,4,0.072,0,1,82.83
T100454,2025-08-25,C1250,Female,35-44,Paid Search,Electronics,Desktop,4.8,5,0.054,0,3,592.27
T100455,2025-09-29,C1226,Female,35-44,Social,Fitness,Mobile,4.5,3,0.133,1,3,401.87
T100456,2025-07-08,C1006,Female,25-34,Social,Electronics,Mobile,9.0,5,0.067,1,3,626.04
T100457,2025-07-11,C1028,Male,25-34,Referral,Fitness,Tablet,,3,0.058,0,2,210.28
T100458,2025-03-10,C1032,Male,25-34,Organic Search,Electronics,Mobile,9.7,1,0.051,1,1,232.86
T100459,2025-10-05,C1133,Male,45-54,Email,Home,Desktop,5.8,6,0.085,1,3,272.1
T100460,2025-12-15,C1078,Female,25-34,Social,Home,Desktop,3.4,7,0.051,1,4,452.8
T100461,2025-09-04,C1057,Female,55+,Organic Search,Electronics,Desktop,7.7,5,0.061,1,1,142.08
T100462,2025-03-17,C1025,Male,35-44,Organic Search,Fitness,Mobile,8.7,3,0.106,1,1,98.27
T100463,2025-06-03,C1225,Male,55+,Paid Search,Fashion,Mobile,4.4,6,0.095,0,1,94.65
T100464,2025-05-24,C1284,Male,45-54,Referral,Fashion,Desktop,6.7,2,0.042,1,1,110.24
T100465,2025-03-27,C1003,Female,25-34,Referral,Electronics,Mobile,7.3,1,0.104,1,1,204.79
T100466,2025-07-04,C1098,Male,45-54,Email,Fitness,Mobile,6.7,3,0.083,1,3,438.99
T100467,2025-10-12,C1038,Female,18-24,Email,Fitness,Mobile,5.4,3,0.116,0,3,239.36
T100468,2025-08-08,C1270,Non-binary,55+,Email,Home,Mobile,8.7,4,0.125,0,1,81.16
T100469,2025-03-10,C1284,Female,35-44,Social,Electronics,Desktop,5.9,6,0.034,0,1,190.89
T100470,2025-02-16,C1156,Male,18-24,Social,Fitness,Mobile,5.0,4,0.105,1,2,95.97
T100471,2025-04-04,C1074,Female,35-44,Organic Search,Fashion,Mobile,2.1,4,0.131,1,2,151.36
T100472,2025-08-26,C1287,Non-binary,55+,Paid Search,Fitness,Mobile,2.1,5,0.088,0,1,71.5
T100473,2025-07-23,C1129,Male,18-24,Organic Search,Home,Mobile,7.0,2,0.103,1,2,144.25
T100474,2025-08-06,C1174,Female,35-44,Paid Search,Beauty,Mobile,,5,0.089,1,3,126.35
T100475,2025-12-07,C1083,Female,45-54,Organic Search,Electronics,Mobile,8.7,1,0.111,1,3,461.19
T100476,2025-02-08,C1021,Female,45-54,Social,Fitness,Mobile,9.3,2,0.094,0,1,99.55
T100477,2025-04-10,C1026,Female,25-34,Referral,Fitness,Desktop,5.9,6,0.021,1,1,64.21
T100478,2025-10-16,C1194,Non-binary,25-34,Referral,Electronics,Mobile,8.9,1,0.078,0,3,554.71
T100479,2025-09-11,C1235,Female,18-24,Referral,Fashion,Mobile,5.1,4,0.076,1,1,86.62
T100480,2025-08-10,C1091,Male,35-44,Paid Search,Electronics,Mobile,6.1,4,0.103,0,2,392.23
T100481,2025-12-23,C1020,Male,25-34,Organic Search,Fashion,Mobile,6.1,4,0.117,0,1,85.35
T100482,2025-01-23,C1302,Male,55+,Social,Home,Tablet,10.4,4,0.075,1,1,89.0
T100483,2025-09-07,C1083,Female,18-24,Referral,Electronics,Mobile,3.3,3,0.045,0,1,211.32
T100484,2025-01-10,C1261,Female,35-44,Email,Home,Mobile,6.6,3,0.091,0,1,68.06
T100485,2025-09-03,C1146,Male,18-24,Paid Search,Home,Mobile,4.8,2,0.059,1,3,140.88
T100486,2025-11-21,C1256,,25-34,Email,Electronics,Tablet,5.8,4,0.064,0,1,188.18
T100487,2025-04-10,C1057,Female,25-34,Organic Search,Beauty,Mobile,5.6,2,0.153,0,3,121.73
T100488,2025-10-17,C1014,Female,25-34,Paid Search,Beauty,Desktop,6.7,2,0.062,0,3,165.14
T100489,2025-06-29,C1161,Male,35-44,Paid Search,Fitness,Mobile,9.9,3,0.035,0,1,128.56
T100490,2025-08-11,C1162,,55+,Email,Electronics,Tablet,11.3,5,0.1,0,2,327.28
T100491,2025-09-07,C1319,Female,35-44,Paid Search,Beauty,Desktop,8.1,7,0.103,0,1,52.56
T100492,2025-05-27,C1280,Female,55+,Referral,Electronics,Mobile,4.1,4,0.108,1,2,522.35
T100493,2025-04-06,C1279,Male,45-54,Paid Search,Fitness,Mobile,6.1,4,0.107,0,1,124.84
T100494,2025-09-14,C1011,Female,35-44,Social,Electronics,Mobile,7.2,2,0.086,0,1,290.38
T100495,2025-11-21,C1273,Female,45-54,Organic Search,Fashion,Mobile,5.5,5,0.087,0,1,62.47
T100496,2025-01-04,C1270,Male,35-44,Referral,Fitness,Mobile,5.8,2,0.11,0,2,272.29
T100497,2025-01-16,C1207,Male,18-24,Email,Beauty,Mobile,6.3,2,0.13,1,3,131.65
T100498,2025-10-07,C1026,Female,45-54,Referral,Home,Mobile,8.4,2,0.044,1,1,99.26
T100499,2025-12-02,C1071,Male,18-24,Organic Search,Electronics,Desktop,7.8,2,0.064,0,1,157.92
T100500,2025-09-04,C1059,Female,35-44,Referral,Home,Mobile,5.0,5,0.101,0,1,82.34
T100501,2025-09-15,C1144,Male,35-44,Referral,Fashion,Mobile,8.0,3,0.09,0,2,146.52
T100502,2025-06-09,C1092,Male,18-24,Paid Search,Fashion,Mobile,10.8,2,0.028,1,1,95.72
T100503,2025-12-06,C1308,Male,25-34,Email,Electronics,Tablet,2.7,7,0.065,1,2,482.2
T100504,2025-06-01,C1007,Female,55+,Paid Search,Beauty,Mobile,5.4,1,0.091,0,1,21.38
T100505,2025-06-27,C1078,Male,35-44,Organic Search,Fitness,Desktop,5.2,6,0.082,0,1,93.39
T100506,2025-06-12,C1026,Male,25-34,Email,Fitness,Mobile,6.7,7,0.071,1,2,281.64
T100507,2025-02-02,C1173,Male,35-44,Email,Electronics,Mobile,1.9,6,0.152,1,2,466.89
T100508,2025-06-28,C1049,Male,35-44,Organic Search,Electronics,Mobile,9.9,5,0.081,1,2,632.62
T100509,2025-04-11,C1198,Female,35-44,Email,Electronics,Mobile,6.6,3,0.089,0,1,175.24
T100510,2025-09-25,C1180,Male,55+,Email,Fashion,Desktop,7.2,3,0.086,0,3,137.37
T100511,2025-11-19,C1023,Male,35-44,Paid Search,Beauty,Desktop,7.0,3,0.088,0,1,36.19
T100512,2025-03-06,C1315,Female,25-34,Email,Beauty,Mobile,5.2,0,0.083,1,3,117.89
T100513,2025-06-17,C1045,Male,45-54,Paid Search,Fashion,Tablet,8.2,1,0.02,1,1,80.4
